id,creature_name,creature_shortname,rarity_tier,subspecies_name,colouring_name,style_name,mood_name,motion_name,elemental_affinity,environment_name
9a319e8c-88b2-4ffa-aaf8-b0a21e7ac19a,Goldwing Neural Network,Goldweured,Common,Neural Network,Gold & flame,Naturalistic,Proud,Roaring stance,Nature,Server room
e7de78ae-3d66-4d0f-ba8d-024bb65097bb,Goldwing Geometric Spirit,Goldweoirit,Common,Geometric Spirit,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Skyscraper
ebd9c46a-b0fe-401d-a23c-479f441ffb1d,Silver Gothic Fading Echo,Argengotfade,Epic,Fading Echo,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Core
9b34a8d2-d866-4070-9302-d6f1c46d0610,Silverwing Bee,Silvebee,Uncommon,Bee,Silver & gold,Gothic,Proud,Roaring stance,Nature,Plateau
b862b7dc-6ae8-406e-9a12-8b71b4e24c34,Proud Gold Thunder Phoenix,Proudgolthue,Common,Thunder Phoenix,Gold & flame,Gothic,Proud,Roaring stance,Storm,Server room
46a38ecb-6e91-458e-b76b-8bd606e15372,Proud Gold Parrot,Superaurrrot,Common,Parrot,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Forest
c4faedec-db10-4318-b00a-bfdb866b497b,Resonance Sprite of Gold Naturalistic,Resonspols,Common,Resonance Sprite,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Tower
83712b2d-9f8c-41cb-9748-b69608e43cfb,The Proud Chrono Beast,Supercheast,Common,Chrono Beast,Silver & gold,Naturalistic,Proud,Roaring stance,Cosmic,Shrine
48cb948a-a9ad-4d92-9c20-847f6bbfc3b7,Lion Chimera of Gold Naturalistic,Lionchigolst,Uncommon,Lion Chimera,Gold & flame,Naturalistic,Proud,Roaring stance,Energy,Skyscraper
6767684f-40e4-490c-8a9f-7865976e3553,Silverwing Wolf,Silvelob,Rare,Wolf,Silver & gold,Naturalistic,Aggressive,Roaring stance,Spirit,Skyscraper
f45cf59e-a161-4df4-8e31-589dd114340a,Proud Gold Rainbow Spectra,Orgulororaic,Common,Rainbow Spectra,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Cliffs
0e1710ec-b025-462b-bab9-70a02c92635a,Goldwing Serpent Chimera,Goldwermera,Uncommon,Serpent Chimera,Gold & brown,Naturalistic,Aggressive,Roaring stance,Energy,Cyberspace
5faa28f5-2281-49be-9fea-71b146744f6d,Silver Naturalistic Dimensional Shadow,Platnatdimad,Rare,Dimensional Shadow,Silver & gold,Naturalistic,Aggressive,Roaring stance,Void,Cyberspace
38273b81-3ed4-43cd-af9c-03d8b022ed8b,Goldwing Hydra,Goldwa,Common,Hydra,Gold & flame,Naturalistic,Proud,Roaring stance,Nature,Savannah
3bcec05b-bcc0-4477-8049-fce8b7f37f1a,Proud Gold Bendy Dog,Superaurbend,Common,Bendy Dog,Gold & brown,Gothic,Proud,Roaring stance,Ice,Dimension Fold
96905ddf-8e9f-4459-aa62-e54fd0106b44,Proud Gold Void Leviathan,Superaurvoit,Common,Void Leviathan,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Marsh
cfb53dc5-c986-4a72-b8ba-becbe0ec109d,Goldwing Solar Phoenix,Goldwolenix,Common,Solar Phoenix,Gold & brown,Naturalistic,Aggressive,Roaring stance,Earth,Night sky
e82fb7c5-cd15-4854-8684-5fc73c1a78a3,The Aggressive Ant,Agresant,Common,Ant,Gold & flame,Naturalistic,Aggressive,Roaring stance,Cosmic,Toybox
24b6e2ed-a88a-458f-bc6e-68f5951e253a,The Proud Holo Tiger,Fieroholiger,Common,Holo Tiger,Silver & gold,Naturalistic,Proud,Roaring stance,Code,Temple
c07bab03-5a28-4076-bda4-371b21733185,The Proud Error Beast,Fieroerreast,Uncommon,Error Beast,Gold & flame,Gothic,Proud,Roaring stance,Fire,Night sky
39a051d1-cfb7-4a17-94e8-afb43e72b7d6,Bug Monster of Gold Gothic,Bugmongolthi,Uncommon,Bug Monster,Gold & brown,Gothic,Proud,Roaring stance,Code,Volcano
f5999988-4984-40be-9256-fe2a3d88c372,Aggressive Gold Solar Phoenix,Feroxaursole,Uncommon,Solar Phoenix,Gold & flame,Naturalistic,Aggressive,Roaring stance,Ice,Garden
b39e81bc-fd46-4310-b597-8362f3f9ee31,Goldwing Flexy Fox,Goldwezorr,Uncommon,Flexy Fox,Gold & flame,Naturalistic,Proud,Roaring stance,Energy,Sacred Grove
012091d8-c5e7-47f0-afd7-c31ac6da078d,Firefly of Silver Gothic,Firefsilthic,Common,Firefly,Silver & gold,Gothic,Aggressive,Roaring stance,Code,Ocean
582dee33-ca70-42d2-a006-3c05bb6fd010,Proud Gold Geometric Spirit,Fieroorogeoi,Common,Geometric Spirit,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Rift
e65db53e-ca6e-4f2e-80c0-34331a7ca089,Silverwing Comet Fox,Silvecomfox,Epic,Comet Fox,Silver & gold,Naturalistic,Proud,Roaring stance,Ice,Garden
b50bc7fa-2f73-4eff-8e26-8c297eece24b,Proud Gold Sphere Sprite,Superaursp,Uncommon,Sphere Sprite,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Garden
1ec43a02-f7d5-4637-b3ec-71f62d98da87,The Aggressive Elephant,Feroxhant,Uncommon,Elephant,Silver & gold,Gothic,Aggressive,Roaring stance,Light,Desert
42a4bda6-6d4c-469f-aee3-bc7f0370a3f3,Naturalistic Vineborn of Elemental Plant,Naturvinelel,Common,Vineborn,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Plateau
8d6d3470-66c6-46ec-8209-50ea85d56b7c,Gold Naturalistic Serpent Chimera,Aurnatsermer,Uncommon,Serpent Chimera,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Kitchen
b3cbed98-ec8a-4dcb-8318-4d40505502a0,Aggressive Silver Petalbeast,Aggreargeast,Epic,Petalbeast,Silver & gold,Gothic,Aggressive,Roaring stance,Cosmic,Skyscraper
79a593c5-ec74-46ea-99d8-8dca1e7c81f8,The Aggressive Bendy Dog,Aggrebendog,Common,Bendy Dog,Gold & brown,Gothic,Aggressive,Roaring stance,Spirit,Core
1f8be788-ee4d-42a0-af08-de8b77f8860a,The Aggressive Holo Tiger,Agresholiger,Common,Holo Tiger,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Ocean
b216183e-8a46-4001-93a0-9011411f5711,The Proud Algorithm Entity,Fieroalgtity,Uncommon,Algorithm Entity,Gold & flame,Gothic,Proud,Roaring stance,Void,Temple
4fa533f6-6344-4480-8014-b070e8e33a18,Gold Gothic Asteroid Turtle,Aurgotastr,Common,Asteroid Turtle,Gold & flame,Gothic,Proud,Roaring stance,Fire,Sacred Grove
77dc640e-cf41-45bc-a89e-fa23ce3dab46,The Proud Hydra,Fieroydra,Uncommon,Hydra,Silver & gold,Gothic,Proud,Roaring stance,Electric,Temple
317cde83-b5da-4202-8bee-5cbbd19e5c59,Proud Gold Firefly,Fiergolefly,Common,Firefly,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Server room
7baeb815-deca-496a-89bc-820bb9475f00,Gold Naturalistic Shadow Dragon,Aurnatshadra,Uncommon,Shadow Dragon,Gold & flame,Naturalistic,Aggressive,Roaring stance,Time,Chronoscape
2dd12af2-5e44-46b8-b77d-c268223088d1,The Proud Dancing Book,Fierodanbook,Uncommon,Dancing Book,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Lagoon
d58686f4-e1d3-4701-b379-7b43db11d228,Firefly of Gold Naturalistic,Firefaurstic,Uncommon,Firefly,Gold & brown,Naturalistic,Proud,Roaring stance,Magic,Playground
f118472e-dcaf-442c-ad69-dbdf74ddfc31,Silver Naturalistic Holo Tiger,Platnatholig,Common,Holo Tiger,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Volcano
acfe7020-fa5a-4f15-bfc2-8e6e477b15ae,Naturalistic Flame Phoenix of Phoenix,Naturflaphoe,Uncommon,Flame Phoenix,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Temple
a2f15d53-58ed-4436-8e90-358634e81157,Goldwing Chrono Beast,Goldweast,Epic,Chrono Beast,Gold & brown,Gothic,Aggressive,Roaring stance,Spirit,Plateau
b3e548cf-8fa0-4a5a-b26e-1dd703455c31,Silverwing Code Spider,Silvecodider,Common,Code Spider,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Playground
f9b49eae-3384-4f4f-bc55-b7366f1a6ac1,Gothic Unicorn of Celestial Beast,Gothiunicele,Common,Unicorn,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Kitchen
7340eeba-c34e-435a-9094-927490f474e8,Naturalistic Crystal Cube of Geometric,Naturcrubt,Common,Crystal Cube,Gold & brown,Naturalistic,Aggressive,Roaring stance,Electric,Cliffs
596339d6-885b-4d9d-83fa-44520a5db079,Sound Beast of Silver Naturalistic,Soundbeaplas,Common,Sound Beast,Silver & gold,Naturalistic,Aggressive,Roaring stance,Fire,Lagoon
1b72099c-0771-4409-b40d-5844327bb263,Gold Naturalistic Digital Phoenix,Oronatdigeni,Common,Digital Phoenix,Gold & flame,Naturalistic,Aggressive,Roaring stance,Sound,Terminal
da3252b3-a88d-4b65-b771-6a213060ea60,Proud Gold Hummingbird,Superaurbird,Uncommon,Hummingbird,Gold & brown,Naturalistic,Proud,Roaring stance,Shadow,Reef
e301cfe6-4eda-40fd-90fa-9f07a1fca0ac,Dancing Book of Silver Naturalistic,Dancibooargs,Common,Dancing Book,Silver & gold,Naturalistic,Proud,Roaring stance,Ice,Chronoscape
a55a52ef-038b-495e-8715-c8eedcbfbc4e,Gothic Chrono Beast of Time,Gothichreat,Common,Chrono Beast,Gold & flame,Gothic,Aggressive,Roaring stance,Electric,Lagoon
21763350-e404-4f9f-9336-8dcc200bc1d3,Silver Gothic Stingray,Silvegotgray,Uncommon,Stingray,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Deep sea
b5c022e8-dda5-4d2d-8e0d-7d4a4fd459b1,Naturalistic Rune Sigil of Sigil,Naturrunsigi,Rare,Rune Sigil,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Riverbank
dc333aac-f6f8-4098-90e6-392971f28379,Aggressive Gold Digital Phoenix,Aggreorodige,Uncommon,Digital Phoenix,Gold & brown,Naturalistic,Aggressive,Roaring stance,Nature,Marsh
6ab93911-5931-48d0-851b-68935a1315cb,Lion of Gold Gothic,Leonorothic,Common,Lion,Gold & flame,Gothic,Proud,Roaring stance,Void,Cave
47dc937a-0f2d-416e-9930-56f73a1aed60,Naturalistic Falcon of Avian,Naturfalvian,Common,Falcon,Gold & brown,Naturalistic,Aggressive,Roaring stance,Lightning,Desert
39f3d4a5-6d64-4658-89b2-73b0b1abc2d7,Proud Silver Beetle,Fieroargetle,Uncommon,Beetle,Silver & gold,Gothic,Proud,Roaring stance,Electric,Toybox
b024a83e-f332-4dc2-9d57-4a9350d1fb64,Silverwing Dragonfly,Silvenfl,Uncommon,Dragonfly,Silver & gold,Gothic,Proud,Roaring stance,Earth,Cliffs
c0fed394-f95b-4e47-bb32-2a268360dc38,Gold Gothic Flying Chair,Orogotflai,Common,Flying Chair,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Jungle
a4b92926-3c8a-4e30-98d5-2ab876fba7ec,The Proud Fox,Supervulp,Common,Fox,Gold & flame,Naturalistic,Proud,Roaring stance,Energy,Volcano
91e38568-7dcb-4e6b-b24b-e060e31323db,Gothic Temporal Shadow of Time,Gothitemshat,Common,Temporal Shadow,Gold & brown,Gothic,Aggressive,Roaring stance,Void,Chronoscape
52483a03-3453-41c2-b6e8-233b09e4bddf,Gothic Bendy Dog of Stretchy,Gothibendogt,Rare,Bendy Dog,Gold & flame,Gothic,Proud,Roaring stance,Magic,Forest
16cbea44-e031-45fe-bd1c-888c651877bb,The Proud Cloud Sprite,Orgulclorite,Common,Cloud Sprite,Silver & gold,Gothic,Proud,Roaring stance,Earth,Sky
48e9b055-edf6-47c1-9c30-67691c783fb4,Naturalistic Dancing Book of Object,Naturdanbooj,Common,Dancing Book,Gold & brown,Naturalistic,Aggressive,Roaring stance,Energy,Shrine
9183a1ce-5183-45d0-b8f3-21151dcae0ac,Gold Gothic Script Snake,Orogotscak,Common,Script Snake,Gold & brown,Gothic,Proud,Roaring stance,Code,Plateau
5b16b007-9fe4-4d1b-be73-78dcfc5c1fe4,Gothic Fading Echo of Echo,Gothifadeche,Common,Fading Echo,Gold & flame,Gothic,Proud,Roaring stance,Gravity,Cyberspace
636da914-7da6-4aea-a258-7e9dfa40bfce,Gold Naturalistic Cloud Sprite,Aurnatclorit,Common,Cloud Sprite,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Grove
c14f1145-e9fb-43fe-a9a4-2aba4b696059,Naturalistic Thornling of Elemental Plant,Naturthoelel,Common,Thornling,Gold & brown,Naturalistic,Aggressive,Roaring stance,Electric,Cyberspace
c7b8a732-be58-4cf9-a70f-1e039c57c432,The Proud Sphere Sprite,Superspite,Epic,Sphere Sprite,Silver & gold,Naturalistic,Proud,Roaring stance,Light,Volcano
13eaf433-34c5-49e8-90e3-0e016eb48e40,Proud Silver Falcon,Orgulplalcon,Common,Falcon,Silver & gold,Naturalistic,Proud,Roaring stance,Water,Lagoon
cc214e44-2fa0-4976-b956-06057824249d,Gold Naturalistic Griffin,Aurnatffin,Common,Griffin,Gold & flame,Naturalistic,Aggressive,Roaring stance,Sound,Ruins
3692efe7-25ab-4ed6-8b35-1f905d19040b,Gold Gothic Rift Walker,Goldgotriflk,Uncommon,Rift Walker,Gold & brown,Gothic,Aggressive,Roaring stance,Shadow,Archive
3f180aad-801e-4f68-b98f-13a71ef31d75,Naturalistic Data Worm of Code,Naturdatworc,Common,Data Worm,Silver & gold,Naturalistic,Aggressive,Roaring stance,Storm,Savannah
fccf91d1-094e-4f01-9535-99e957b9a56d,Aggressive Gold Googly-eyed Gremlin,Aggregolgoom,Common,Googly-eyed Gremlin,Gold & brown,Naturalistic,Aggressive,Roaring stance,Nature,Terminal
ea54dc50-ef6b-47bd-a0d7-75320f603c16,Cherry Blossom of Gold Gothic,Cherrboaurt,Common,Cherry Blossom,Gold & brown,Gothic,Proud,Roaring stance,Time,Forest
d05b8df2-2409-45a2-baee-1f5bf1983365,Gothic Ancient Dragon of Dragon,Gothiancdaa,Common,Ancient Dragon,Gold & brown,Gothic,Aggressive,Roaring stance,Void,Chamber
44b567b2-94be-4611-852e-7e3353d0d4c7,Gold Naturalistic Rhythm Pulse,Oronatrhuls,Uncommon,Rhythm Pulse,Gold & flame,Naturalistic,Proud,Roaring stance,Nature,Core
b8111f9b-3cc2-4998-930c-f942acb77cf4,Gold Naturalistic Goo Blob,Oronatbabmas,Common,Goo Blob,Gold & flame,Naturalistic,Proud,Roaring stance,Space,Forest
dec1ad68-eb54-4326-b363-7f11a7927823,Gothic Thornling of Elemental Plant,Gothithoelel,Common,Thornling,Gold & flame,Gothic,Aggressive,Roaring stance,Lightning,Archive
ae1deeb8-a4c0-4f31-b6b5-86c5af034baa,The Proud Blob Critter,Orgulmastter,Common,Blob Critter,Gold & flame,Naturalistic,Proud,Roaring stance,Air,Riverbank
48001734-76e9-44a3-9927-80aa665901ba,Goldwing Jelly Blob,Goldwelslim,Common,Jelly Blob,Gold & flame,Gothic,Aggressive,Roaring stance,Energy,Kitchen
9c14c58a-57de-4304-b9b4-17961d81986f,Comet Fox of Gold Naturalistic,Cometfoxgols,Uncommon,Comet Fox,Gold & brown,Naturalistic,Aggressive,Roaring stance,Energy,Chamber
bf805cd2-4994-4f1f-973f-2785f950285b,The Aggressive Gravity Whale,Feroxgrahale,Common,Gravity Whale,Silver & gold,Gothic,Aggressive,Roaring stance,Sound,Deep sea
fee274a9-5a4d-4c9f-801d-df6844747779,Gold Gothic Flame Phoenix,Goldgotflaen,Common,Flame Phoenix,Gold & brown,Gothic,Proud,Roaring stance,Sound,Volcano
9c53974c-5b28-456c-90c2-9a3d455597c1,Aggressive Gold Geometric Spirit,Aggreorogeoi,Common,Geometric Spirit,Gold & brown,Naturalistic,Aggressive,Roaring stance,Energy,Grove
831b695a-35b6-4bd2-989e-5a8c8ff1f1ff,Gothic Wolf of Mammal,Gothiwolmmal,Common,Wolf,Silver & gold,Gothic,Proud,Roaring stance,Space,Grove
78360296-7d0c-4546-82b9-057bdf6c6916,Gothic Stingray of Aquatic,Gothistiatic,Rare,Stingray,Gold & flame,Gothic,Proud,Roaring stance,Gravity,Garden
01b98340-44ba-4f1e-be4d-517b82b739c3,Proud Gold Binary Bug,Fiergolbinbu,Uncommon,Binary Bug,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Chronoscape
30076771-1e8b-4364-b012-12ef5d647431,Aggressive Gold Thornling,Aggreoroling,Common,Thornling,Gold & flame,Naturalistic,Aggressive,Roaring stance,Light,Dimension Fold
970b8828-da16-44e5-ad9c-c8a6e58f1faf,Data Phantom of Gold Gothic,Dataphagolth,Common,Data Phantom,Gold & brown,Gothic,Proud,Roaring stance,Code,Lagoon
7f2c6c05-e88b-4686-a163-deb134793156,Beetle of Silver Naturalistic,Beetlpastic,Common,Beetle,Silver & gold,Naturalistic,Proud,Roaring stance,Sound,Shrine
0e588a9e-3a58-4769-bb64-ce08fa04fb94,Gothic Beetle of Insect,Gothibeesect,Common,Beetle,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Lagoon
67869c7b-dded-490a-a079-25c0cfb7f6ee,Gold Naturalistic Gravity Whale,Aurnatgrahal,Uncommon,Gravity Whale,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Ocean
59366ec4-4aee-4927-ad82-1627b5994d86,Flame Phoenix of Silver Gothic,Flamephosilt,Common,Flame Phoenix,Silver & gold,Gothic,Aggressive,Roaring stance,Time,Nebula
e49b44bc-60a3-4496-adcf-0d00a760e834,Goldwing Fading Echo,Goldwadecho,Epic,Fading Echo,Gold & brown,Gothic,Proud,Roaring stance,Time,Shrine
02c4fa7c-8f27-4382-b3b3-b0039b3fbac7,The Proud Parrot,Fierrrot,Common,Parrot,Silver & gold,Gothic,Proud,Roaring stance,Earth,Cave
a22dbf49-d673-4bd1-af51-b2970353ad66,Heart Pulse of Silver Naturalistic,Heartpulargs,Common,Heart Pulse,Silver & gold,Naturalistic,Proud,Roaring stance,Ice,Night sky
7458a99a-c957-42cd-8ef1-1f801459b1bb,The Aggressive Mecha Wolf,Agresmeclob,Common,Mecha Wolf,Silver & gold,Naturalistic,Aggressive,Roaring stance,Magic,Void
77556984-45a7-4bb9-aeeb-dbdf1844c799,Gold Naturalistic Autumn Fox,Aurnatautvul,Uncommon,Autumn Fox,Gold & flame,Naturalistic,Aggressive,Roaring stance,Water,Sky
4811940e-c064-4719-abd0-1a105ec67fa2,Gold Gothic Floating Head,Aurgotflohea,Common,Floating Head,Gold & brown,Gothic,Proud,Roaring stance,Light,Sky
3e9b6bf6-3b72-4fdb-b08c-d4e7aefb8f9b,Gold Naturalistic Comet Fox,Goldnatcomfo,Common,Comet Fox,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Void
5e4b7332-a2a1-48e3-85e3-44ad428687de,The Proud Light Radiance,Fierligance,Common,Light Radiance,Silver & gold,Naturalistic,Proud,Roaring stance,Cosmic,Temple
d4cf11eb-ae0a-4148-9e3e-274a2d2a14fa,Silverwing Rift Walker,Silveriflker,Common,Rift Walker,Silver & gold,Gothic,Proud,Roaring stance,Electric,Ruins
3b21b38f-d138-440e-afac-9b4f9af76bd2,Proud Gold Comet Fox,Superaurcomv,Common,Comet Fox,Gold & brown,Gothic,Proud,Roaring stance,Code,Rift
710b4fe7-9409-4e12-972e-0bf4934708eb,Unicorn of Gold Naturalistic,Unicoaurstic,Rare,Unicorn,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Cyberspace
dff7a44c-e09c-4b7a-8947-f7760d18a806,Goldwing Bug Monster,Goldwugster,Common,Bug Monster,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Lagoon
000f20c2-b0d5-4166-b11d-d08c7c1776dd,Aggressive Gold Rainbow Spectra,Aggreororaic,Common,Rainbow Spectra,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Horizon
d177c2ad-0bc9-4f7d-babc-6b868857836d,Aggressive Silver Mantis,Aggreargnis,Uncommon,Mantis,Silver & gold,Gothic,Aggressive,Roaring stance,Sound,Sacred Grove
0db91305-387d-4a8e-8716-e71839f4cdf0,Gothic Storm Dragon of Dragon,Gothistodrad,Common,Storm Dragon,Gold & brown,Gothic,Aggressive,Roaring stance,Shadow,Garden
d24d1f89-1a58-4cc2-a3e9-d6fa667b7ddb,Naturalistic Blob Critter of Blob,Naturblocrib,Common,Blob Critter,Silver & gold,Naturalistic,Aggressive,Roaring stance,Void,Arcade
3bb93cf0-3174-42d7-b940-4ca3c63e58b6,Goldwing Time Phantom,Goldwimntom,Uncommon,Time Phantom,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Playground
145da7f6-0a3e-42a4-927b-63b9f014e1d0,Proud Gold Holo Tiger,Orguloroholi,Common,Holo Tiger,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Prism
51234dd6-9d10-43cd-9513-1d3aaf077034,The Proud Crystal Cube,Proudcrube,Common,Crystal Cube,Gold & flame,Naturalistic,Proud,Roaring stance,Air,Ruins
0692c179-77fc-44a5-8226-d29349b76d6b,Proud Gold Thornling,Orguloroling,Common,Thornling,Gold & brown,Naturalistic,Proud,Roaring stance,Magic,Kitchen
266e83ba-e6a4-48ef-80f4-7d4bee4d7ba7,Silverwing Firefly,Silveefly,Uncommon,Firefly,Silver & gold,Naturalistic,Aggressive,Roaring stance,Void,Night sky
c846e4a7-ca8e-47df-8d6c-c0eaf44bfb9e,The Proud Aurora Spectra,Superaurcta,Common,Aurora Spectra,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Skyscraper
30414f7f-d6fc-440d-b430-6716dfa04b65,Gothic Peacock of Avian,Gothipeavian,Common,Peacock,Gold & brown,Gothic,Aggressive,Roaring stance,Magic,Nebula
c6981c8b-dfa6-460a-9363-d37299f2a4de,Gold Naturalistic Basilisk,Goldnatlisk,Common,Basilisk,Gold & flame,Naturalistic,Proud,Roaring stance,Air,Tower
6b619adb-ea1d-42e6-8bce-52e58a30deaf,Aggressive Gold Butterfly,Aggreororfl,Common,Butterfly,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Shrine
0b22a756-8266-4253-b1fa-e4e89bb34cbe,The Aggressive Willow Spirit,Feroxwilirit,Uncommon,Willow Spirit,Gold & brown,Naturalistic,Aggressive,Roaring stance,Nature,Lagoon
f4a451df-9a06-47fe-808d-0e4f18c43f3e,Gold Gothic Flexy Fox,Goldgotflefo,Common,Flexy Fox,Gold & brown,Gothic,Proud,Roaring stance,Time,Reef
8f3871f9-42b7-481c-b608-b0cade0f482d,Autumn Fox of Gold Naturalistic,Autumzororos,Common,Autumn Fox,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Garden
6f0bc664-59a6-456a-a41e-61a3676e07b2,Jellyfish of Gold Gothic,Jellyorothic,Common,Jellyfish,Gold & brown,Gothic,Proud,Roaring stance,Sound,Kitchen
f551b501-e651-4907-b3a7-1e7d6c9c1421,Aggressive Silver Bee,Agressilbee,Common,Bee,Silver & gold,Naturalistic,Aggressive,Roaring stance,Shadow,Sky
06d77a60-8803-4218-b741-e55d0d3268f8,The Proud Ant,Orgulant,Common,Ant,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Marsh
3d17dfc7-db0e-4f11-84eb-2045159d6bd4,Proud Silver Googly-eyed Gremlin,Proudsilgoom,Common,Googly-eyed Gremlin,Silver & gold,Naturalistic,Proud,Roaring stance,Cosmic,Forest
9bf528e0-2f26-443b-b16a-438a72f2f084,Gold Gothic Elastic Cat,Goldgotelaca,Rare,Elastic Cat,Gold & flame,Gothic,Aggressive,Roaring stance,Energy,Marsh
eea91ddd-6425-479b-88c8-49130957b1b6,Rune Sigil of Silver Naturalistic,Runesigargs,Rare,Rune Sigil,Silver & gold,Naturalistic,Proud,Roaring stance,Code,Playground
97cf5170-9024-4589-8032-8589f380465f,Gothic Bear of Mammal,Gothiorsmal,Epic,Bear,Gold & brown,Gothic,Aggressive,Roaring stance,Fire,Night sky
42a4c751-f45a-43f9-9bfc-8aa33f5d227f,The Proud Neural Network,Orgulneured,Uncommon,Neural Network,Silver & gold,Gothic,Proud,Roaring stance,Electric,Prism
f0ee535b-b4c5-4dff-a652-aa2b838ee466,The Proud Goo Blob,Orgulbabmas,Common,Goo Blob,Silver & gold,Naturalistic,Proud,Roaring stance,Cosmic,Glade
de438f84-bea2-4caa-b90c-d344d9448617,Meteor Wolf of Silver Naturalistic,Meteolupargs,Common,Meteor Wolf,Silver & gold,Naturalistic,Proud,Roaring stance,Time,Terminal
17fb744e-0e1f-446d-b098-0b6087c98d8a,Starcloud Dragon of Gold Naturalistic,Starcdagols,Uncommon,Starcloud Dragon,Gold & brown,Naturalistic,Aggressive,Roaring stance,Lightning,Chronoscape
299a69d6-637c-4fcb-884e-99c472020795,Goldwing Summer Blaze,Goldwumlaze,Common,Summer Blaze,Gold & brown,Naturalistic,Aggressive,Roaring stance,Earth,Cliffs
819bcc92-5979-43f2-a341-f194c324de76,Naturalistic Stingray of Aquatic,Naturstiatic,Common,Stingray,Gold & flame,Naturalistic,Proud,Roaring stance,Energy,Ocean
335e756f-6daa-4132-8c56-18fa76ab9897,Aggressive Silver Algorithm Entity,Agresplaalgt,Common,Algorithm Entity,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Lagoon
45c0192c-a64f-44ad-9ce3-8826aca1cbf1,The Proud Ancient Dragon,Proudancagon,Uncommon,Ancient Dragon,Silver & gold,Naturalistic,Proud,Roaring stance,Water,Ocean
61b7a140-e010-4aeb-b848-e7446d887d7e,Aggressive Gold Bat,Agresgolbat,Common,Bat,Gold & brown,Gothic,Aggressive,Roaring stance,Magic,Dimension Fold
2abcc374-ce52-4917-913d-0e976dff1473,Pyramid Pet of Gold Naturalistic,Pyrambicgols,Common,Pyramid Pet,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Marsh
60e3686a-62ab-4acb-96da-22111fa64876,The Aggressive Singing Lamp,Agressinlamp,Epic,Singing Lamp,Gold & flame,Naturalistic,Aggressive,Roaring stance,Ice,Void
75f47853-b51e-449a-82af-423e6a4074db,Silverwing Time Phantom,Silvetimntom,Uncommon,Time Phantom,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Night sky
75f384b4-3900-41f0-a6db-a5dc6680e4c7,Gothic Nebula Serpent of Nebula,Gothinebserb,Common,Nebula Serpent,Gold & flame,Gothic,Aggressive,Roaring stance,Electric,Marsh
c51f5cae-0261-4a60-bfdf-cfcaa0ff74b7,The Proud Golden Radiance,Orgulgolance,Uncommon,Golden Radiance,Silver & gold,Gothic,Proud,Roaring stance,Nature,Archive
1f0101de-eaaf-4e1d-94c5-05a9b0c3cfe0,Naturalistic Golden Radiance of Radiance,Naturgolrada,Common,Golden Radiance,Gold & brown,Naturalistic,Aggressive,Roaring stance,Lightning,Marsh
d6e6eaa5-4c33-4662-8ff7-ba506d145684,Gothic Pixel Pet of Abstract,Gothipixpetr,Common,Pixel Pet,Gold & flame,Gothic,Proud,Roaring stance,Gravity,Sacred Grove
f46d73ad-bf3a-4607-bdad-3c30bc59c688,The Proud Singing Lamp,Fiersinlamp,Common,Singing Lamp,Gold & brown,Gothic,Proud,Roaring stance,Water,Server room
38b33a8e-b3d6-4235-a6c4-7558090a1992,Silverwing Serpent Chimera,Silvesermera,Common,Serpent Chimera,Silver & gold,Gothic,Aggressive,Roaring stance,Sound,Cliffs
